fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_label
-0.5333080470982839,0.971575614222745,-1.3941565568495806,-0.6982955836676864,-0.28807827027707755,-0.4786768687999096,-0.39177307680819995,0.6085055128764921,1.3413984466559328,-0.6549805027393906,-0.9612067423233428,0
-0.2920110689446972,1.9873977532228864,-1.3941565568495806,0.4542828647457256,0.902462074562797,0.9427849863252783,0.6773426086985146,0.051990538045974866,-0.7262820318910559,0.21868398594652297,-0.5874633246151282,0
-0.2920110689446972,1.310182993889459,-1.1893507238846492,-0.039679327431451306,0.577769253242831,-0.07254491019271306,0.2561758234988998,0.16329353301206595,-0.3260858102368021,0.0002678637750443879,-0.5874633246151282,0
1.7590132453607925,-1.3986760434442504,1.473125104659459,-0.6982955836676864,-0.34219374049707185,0.1305210691108852,0.4505604935910297,0.7198085078425832,-0.9930795129938937,-0.5093697546250723,-0.5874633246151282,0
-0.5333080470982839,0.7458373611116029,-1.3941565568495806,-0.862949647726745,-0.34219374049707185,-0.27561088949631135,-0.19738840671607003,0.6085055128764921,1.3413984466559328,-0.6549805027393906,-0.9612067423233428,0
-0.23168682440630012,0.4072299814448889,-1.0869478074021837,-1.1922577758448625,-0.6668865618170371,-0.07254491019271306,0.4181630485756747,-0.1706154518862691,-0.05928832913396429,-1.3830342433109855,-0.9612067423233428,0
-0.5936322916366811,0.6894027978338173,-1.3941565568495806,-1.8508740320810981,-0.8833484426970144,-0.07254491019271306,-0.8129398620078148,-1.1723424065811505,0.5410060033474223,-1.3102288692538264,-0.40059161576102165,1
-0.2920110689446972,0.2943608548893176,-1.2917536403671148,-0.5336415196086275,-0.45042468093706056,-0.6817428481035078,-0.9101321970538797,0.051990538045974866,0.34090789252029247,-0.5821751286822319,-0.8677708878962895,1
-0.4729838025598874,-0.1571156513329671,0.44909593983480167,2.1831505373658437,-0.5586556213770492,0.1305210691108852,1.811253184235939,0.6085055128764921,0.2742085222445845,1.0923484746324366,0.06658765637424627,0
-0.9555777588670614,0.2943608548893176,-0.9845448909197179,-0.862949647726745,0.8483466043428027,-0.07254491019271306,0.6125477186678046,-0.4488729393014968,-0.1926870696853832,-0.8005912508537096,-1.1480784511774509,0
-1.6191444487894262,0.49188182636156746,-1.3941565568495806,-1.1922577758448625,0.41542284258284806,0.028988079459086078,0.4181630485756747,-1.339296899030349,1.8082940385859005,-0.9462019989680287,-0.4940274701880749,0
-0.2920110689446972,0.4636645447226746,0.09068573214617173,-1.1922577758448625,1.7683095980827057,-0.6817428481035078,-0.5537603018849748,0.3858995229442481,-0.3260858102368021,2.5484559557756246,-1.2415143056045042,0
0.3715556209776676,0.5200991080004603,-0.47253030850738953,2.1831505373658437,2.228291094952656,2.6688458104058634,2.540195697081426,1.0537174927409183,-0.9930795129938937,1.674791467089712,-1.1480784511774509,0
0.3715556209776676,0.5200991080004603,-0.42132885026615663,2.1831505373658437,2.228291094952656,2.6688458104058634,2.540195697081426,1.0537174927409183,-0.9263801427181858,2.0388183373755098,-1.1480784511774509,0
0.13025864282408028,-1.3986760434442504,1.473125104659459,-0.862949647726745,0.577769253242831,1.9581148828432697,1.843650629251294,0.10764203552902041,-0.05928832913396429,0.7283216043466388,0.06658765637424627,1
-0.111038335329507,0.1814917283337469,0.03948427390493913,-1.027603711785804,2.228291094952656,0.028988079459086078,0.3209707135296097,0.051990538045974866,-1.3265763643724424,2.5484559557756246,-1.054642596750396,0
-0.5333080470982839,0.3507954181671033,-0.9845448909197179,2.1831505373658437,0.25307643192286505,-0.9863418170589052,-0.5537603018849748,0.3858995229442481,0.4743066330717114,-1.0918127470823478,-1.3349501600315574,0
-0.23168682440630012,-1.1729377903331082,1.2171178134532945,-0.862949647726745,2.228291094952656,0.1305210691108852,0.3209707135296097,0.10764203552902041,-1.7934719563024073,2.5484559557756246,-1.1480784511774509,0
0.3715556209776676,-1.7372834231109646,1.063513438729596,-0.862949647726745,-0.2339628000570832,1.348916944932475,0.4505604935910297,0.051990538045974866,0.5410060033474223,-0.8733966249108692,-0.9612067423233428,0
-0.41265955802149085,-0.7778958473886088,0.19308864862863753,-0.039679327431451306,0.03661455104288846,0.73971900702168,0.8069323887599344,0.8311115028086742,1.4080978169316438,0.0002678637750443879,-0.6808991790421831,0
